,species_Acer macrophyllum,species_Achillea millefolium,species_Aconitum columbianum,species_Actaea rubra,species_Adelinia grande,species_Adenocaulon bicolor,species_Aesculus californica,species_Agastache urticifolia,species_Allium campanulatum,species_Allium validum,species_Anaphalis margaritacea,species_Anas platyrhynchos,species_Anaxyrus boreas,species_Angelica capitellata,species_Apis mellifera,species_Apocynum androsaemifolium,species_Aquilegia formosa,species_Arctostaphylos nevadensis,species_Arctostaphylos patula,species_Arctostaphylos viscida,species_Ariolimax buttoni,species_Artemisia douglasiana,species_Asarum hartwegii,species_Asclepias cordifolia,species_Asclepias speciosa,species_Bistorta bistortoides,species_Boloria epithore,species_Bombus vosnesenskii,species_Branta canadensis,species_Buteo jamaicensis,species_Callospermophilus lateralis,species_Calochortus albus,species_Calochortus leichtlinii,species_Calochortus minimus,species_Caloscypha fulgens,species_Caltha leptosepala,species_Calvatia sculpta,species_Calyptridium monospermum,species_Camponotus modoc,species_Canis latrans,species_Castilleja applegatei,species_Castilleja miniata,species_Ceanothus cordulatus,species_Ceanothus integerrimus,species_Ceanothus parvifolius,species_Ceanothus prostratus,species_Ceanothus velutinus,species_Celastrina ladon,species_Certhia americana,species_Chamaebatia foliolosa,species_Chamaenerion angustifolium,species_Charina bottae,species_Chimaphila menziesii,species_Chimaphila umbellata,species_Chlorogalum pomeridianum,species_Chlosyne hoffmanni,species_Chlosyne palla,species_Cirsium andersonii,species_Cirsium vulgare,species_Clarkia rhomboidea,species_Colaptes auratus,species_Collinsia torreyi,species_Collomia grandiflora,species_Contopus sordidulus,species_Corallorhiza maculata,species_Cornus nuttallii,species_Cornus sericea,species_Corvus corax,species_Crotalus oreganus,species_Cryptoporus volvatus,species_Cyanocitta stelleri,species_Darmera peltata,species_Dendragapus fuliginosus,species_Dicentra formosa,species_Digitalis purpurea,species_Diplacus torreyi,species_Draperia systyla,species_Dryocopus pileatus,species_Elgaria coerulea,species_Elgaria multicarinata,species_Ensatina eschscholtzii,species_Epilobium canum,species_Equisetum arvense,species_Eriogonum nudum,species_Eriogonum umbellatum,species_Erysimum capitatum,species_Erythranthe bicolor,species_Erythranthe breweri,species_Erythranthe cardinalis,species_Erythranthe erubescens,species_Erythranthe guttata,species_Erythranthe moschata,species_Erythranthe primuloides,species_Erythronium purpurascens,species_Euphagus cyanocephalus,species_Fragaria vesca,species_Fragaria virginiana,species_Fritillaria atropurpurea,species_Goodyera oblongifolia,species_Hackelia mundula,species_Haemorhous cassinii,species_Helenium bigelovii,species_Heracleum maximum,species_Heteromeles arbutifolia,species_Hieracium albiflorum,species_Hippodamia convergens,species_Hosackia crassifolia,species_Hosackia oblongifolia,species_Hyles lineata,species_Ipomopsis aggregata,species_Iris hartwegii,species_Junco hyemalis,species_Kelloggia galioides,species_Laetiporus conifericola,species_Lathyrus latifolius,species_Lathyrus sulphureus,species_Leptosiphon ciliatus,species_Letharia columbiana,species_Letharia vulpina,species_Leuconotopicus albolarvatus,species_Leuconotopicus villosus,species_Lilium kelleyanum,species_Lilium pardalinum,species_Lilium parvum,species_Lilium washingtonianum,species_Limenitis bredowii,species_Limenitis lorquini,species_Lonicera conjugialis,species_Lonicera hispidula,species_Lonicera involucrata,species_Lophocampa argentata,species_Lupinus stiversii,species_Lysimachia latifolia,species_Maianthemum racemosum,species_Maianthemum stellatum,species_Marmota flaviventris,species_Monardella odoratissima,species_Monochamus scutellatus,species_Myadestes townsendi,species_Navarretia leptalea,species_Nemophila maculata,species_Neolentinus ponderosus,species_Nymphalis antiopa,species_Nymphalis californica,species_Odocoileus hemionus,species_Otospermophilus beecheyi,species_Paeonia brownii,species_Papilio eurymedon,species_Papilio rutulus,species_Parnassius clodius,species_Passerella iliaca,species_Pedicularis semibarbata,species_Pellaea bridgesii,species_Penstemon laetus,species_Penstemon newberryi,species_Penstemon rostriflorus,species_Penstemon speciosus,species_Phacelia hydrophylloides,species_Pheucticus melanocephalus,species_Phlox diffusa,species_Phyllodoce breweri,species_Pipilo chlorurus,species_Piranga ludoviciana,species_Platanthera dilatata,species_Poecile gambeli,species_Polemonium californicum,species_Polemonium occidentale,species_Prunella vulgaris,species_Prunus emarginata,species_Pseudacris regilla,species_Pteridium aquilinum,species_Pterospora andromedea,species_Purshia tridentata,species_Pyrola picta,species_Rhododendron occidentale,species_Ribes cereum,species_Ribes nevadense,species_Ribes roezlii,species_Rosa woodsii,species_Rubus parviflorus,species_Sambucus cerulea,species_Sarcodes sanguinea,species_Sceloporus graciosus,species_Sceloporus occidentalis,species_Sciurus griseus,species_Sedum obtusatum,species_Sedum spathulifolium,species_Senecio integerrimus,species_Senecio triangularis,species_Setophaga coronata,species_Sidalcea glaucescens,species_Sidalcea oregana,species_Silene laciniata,species_Sitta canadensis,species_Smithiastrum prenanthoides,species_Sphyrapicus ruber,species_Sphyrapicus thyroideus,species_Spiraea splendens,species_Streptanthus tortuosus,species_Tamiasciurus douglasii,species_Taricha sierrae,species_Thamnophis couchii,species_Thamnophis elegans,species_Toxicodendron diversilobum,species_Tragopogon dubius,species_Trichodes ornatus,species_Trifolium longipes,species_Triteleia hyacinthina,species_Triteleia ixioides,species_Turdus migratorius,species_Ursus americanus,species_Valeriana californica,species_Vanessa cardui,species_Veratrum californicum,species_Verbascum thapsus,species_Viola glabella,species_Viola lobata,species_Viola macloskeyi,species_Viola pinetorum,species_Viola purpurea,species_Viola sheltonii,species_Woodwardia fimbriata,species_Wyethia mollis,species_Wyethia sagittata
species_Lophocampa argentata,3,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,0,0,5,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,3,0,0,3,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,2,2,0,0,3,1,0,0,0,2,1,0,1,0,0,0,0,0,4,0,0,1,4,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,1,0,0,3,0,1,0,1,1,3,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,2,3,0,1,0,3,0,3,0,0,1,0,2,0,0
species_Lupinus stiversii,2,3,0,0,2,1,2,0,0,0,0,0,1,0,2,1,2,0,2,6,1,1,4,13,0,0,0,3,0,1,0,1,2,1,0,0,0,2,0,3,1,0,0,4,0,0,0,1,1,4,0,0,0,0,0,0,1,0,1,5,1,0,4,1,0,4,2,4,5,2,4,1,0,2,0,2,0,1,1,5,1,1,0,0,0,2,5,0,2,0,2,0,0,0,2,3,0,1,0,0,0,0,0,0,2,3,2,1,1,0,8,4,0,1,3,2,1,1,1,5,4,0,1,2,1,2,0,0,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,2,8,1,0,2,2,0,0,1,1,1,3,0,0,0,1,1,0,0,3,0,2,0,0,5,0,0,3,3,0,0,0,0,2,2,0,2,2,7,2,4,0,0,2,0,0,0,0,0,10,0,0,0,0,0,4,3,2,1,1,3,1,3,0,0,2,2,3,0,2,0,1,0,2,0,0,4,1,1,0,0
species_Lysimachia latifolia,18,7,0,0,20,5,9,0,0,0,0,1,2,0,1,6,8,0,0,6,12,7,8,10,0,0,0,4,3,0,0,7,0,0,1,0,0,0,3,1,0,0,0,12,0,7,0,3,0,20,0,0,2,3,9,0,0,0,3,4,1,0,2,0,5,17,0,1,3,6,3,2,0,15,4,0,0,5,0,15,5,0,1,0,0,3,2,0,1,0,0,2,0,0,1,3,0,0,9,0,0,0,0,10,3,6,0,0,1,0,17,5,0,0,14,11,0,0,0,0,1,0,3,0,1,7,8,0,18,0,4,1,0,10,1,0,0,1,0,0,1,0,1,4,4,2,0,4,2,0,1,0,0,4,0,0,0,0,3,0,0,0,1,0,1,0,0,10,0,12,15,1,0,0,4,0,1,12,0,7,3,0,0,11,5,0,10,0,0,0,0,0,16,1,8,2,0,0,1,2,10,2,1,20,3,0,0,1,7,5,3,0,3,0,7,0,10,0,0,2,7,5,0,0
species_Maianthemum racemosum,5,5,0,1,6,9,2,0,1,0,0,1,0,0,2,3,13,0,1,6,5,3,10,6,0,0,1,2,1,1,0,1,0,2,0,0,1,0,2,1,0,0,1,4,0,0,0,1,0,14,0,0,0,0,3,0,0,0,2,2,3,0,5,2,1,13,0,1,3,1,4,4,0,10,3,2,0,4,0,2,6,0,0,0,0,2,5,0,5,0,0,3,0,0,1,6,0,2,8,0,0,0,0,3,2,6,2,1,0,0,10,4,0,1,3,8,2,1,0,3,3,1,3,2,2,5,3,0,4,0,1,2,10,0,1,0,0,0,0,0,0,0,1,2,5,1,0,8,1,0,1,1,0,3,0,0,0,0,1,0,0,0,2,0,2,0,0,6,0,3,7,3,0,1,3,0,6,9,0,11,4,5,1,4,2,0,3,0,0,1,0,0,10,0,5,3,0,0,2,3,4,1,0,6,1,1,0,0,3,4,3,0,2,0,2,0,8,0,0,4,4,1,0,0
species_Maianthemum stellatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
species_Marmota flaviventris,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
species_Monardella odoratissima,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
species_Monochamus scutellatus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
species_Myadestes townsendi,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
species_Navarretia leptalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
species_Nemophila maculata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
species_Neolentinus ponderosus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
species_Nymphalis antiopa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
species_Nymphalis californica,5,4,0,0,5,1,3,0,0,0,0,0,2,0,1,2,2,0,0,1,3,2,4,5,0,0,1,1,1,1,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,5,0,0,0,1,3,0,3,0,4,2,2,0,1,0,1,2,0,0,1,2,3,0,0,4,0,2,1,0,0,1,4,1,0,1,0,0,1,0,5,0,1,2,0,0,0,2,0,1,1,0,0,0,0,2,0,2,2,0,2,0,3,1,0,1,2,0,0,1,0,0,1,0,1,1,1,6,6,0,5,0,0,2,4,2,0,0,0,0,0,0,0,0,1,0,3,0,0,3,5,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,4,0,4,4,1,0,0,0,0,1,2,0,3,1,1,0,8,3,0,4,0,0,0,0,0,8,0,1,2,0,0,1,1,5,1,2,2,0,0,0,0,1,1,3,0,3,0,2,0,2,0,0,1,2,1,0,0
species_Odocoileus hemionus,9,9,0,0,4,4,9,0,0,0,0,3,4,0,5,2,8,0,2,13,4,7,4,11,3,0,0,7,9,4,1,8,5,1,0,0,0,5,0,9,2,0,1,6,1,1,0,1,3,14,0,1,1,2,8,0,2,0,6,4,6,0,7,5,2,7,3,6,6,5,16,1,0,6,4,3,0,6,3,12,4,1,2,0,0,0,3,0,8,0,1,3,0,0,3,5,1,2,2,0,0,1,1,8,3,7,3,5,6,0,9,12,0,1,10,7,2,1,3,10,8,0,0,2,3,14,6,0,8,1,1,8,4,5,0,0,0,2,0,0,0,1,0,3,0,7,0,7,7,0,1,1,0,1,1,0,0,0,10,1,0,0,5,2,6,0,0,7,0,17,9,8,0,1,2,0,1,3,0,4,5,12,3,23,16,0,0,0,0,4,0,0,13,6,3,4,0,0,3,5,2,2,3,8,3,4,0,2,5,11,10,0,3,1,5,1,3,0,0,8,2,5,1,0
species_Otospermophilus beecheyi,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,1,1,1,1,0,0,3,0,1,0,0,2,0,0,0,0,4,0,1,1,0,1,3,1,1,0,1,0,3,0,1,0,1,1,0,0,0,0,1,1,0,3,4,1,3,1,3,2,1,8,2,0,1,0,0,0,2,1,2,0,0,0,2,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,1,1,0,2,2,0,0,0,1,4,0,0,1,2,1,1,0,5,4,0,1,1,1,4,3,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,7,0,0,2,1,0,1,0,0,0,1,1,0,0,2,0,0,0,3,0,3,0,0,2,0,4,2,4,0,0,1,0,0,0,0,2,2,3,4,7,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,1,1,1,0,0,0,2,4,7,0,1,0,1,0,2,0,0,2,1,0,0,0
species_Paeonia brownii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
species_Papilio eurymedon,3,6,0,0,2,4,1,0,0,0,0,0,1,0,3,3,5,0,0,3,1,0,4,7,3,0,1,3,1,2,0,1,2,1,2,0,0,0,1,2,0,0,0,1,0,1,0,6,0,8,0,0,1,1,5,0,0,0,2,3,4,0,4,2,2,8,0,3,3,1,6,4,0,3,3,3,0,2,1,4,3,1,0,0,0,0,4,0,5,0,0,3,0,0,4,3,0,2,4,0,0,1,0,2,0,5,3,2,1,0,8,4,0,1,4,5,2,1,0,2,6,0,2,2,4,7,6,0,3,0,0,2,4,8,0,0,2,0,0,0,1,0,2,3,7,2,0,0,5,0,2,0,0,1,0,0,1,0,2,0,0,1,3,0,3,0,0,4,0,3,4,5,0,1,2,0,1,4,0,4,2,6,0,6,2,0,1,0,0,1,0,0,9,0,3,4,0,0,2,3,1,0,0,4,2,3,0,1,2,3,2,0,3,0,3,0,5,0,0,4,1,2,0,0
species_Papilio rutulus,3,5,0,0,5,1,5,0,0,0,1,1,1,0,3,1,0,0,1,3,1,2,3,5,1,0,0,3,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,4,0,0,0,1,7,0,2,0,2,0,0,0,1,0,1,2,1,1,4,0,1,0,0,4,1,1,0,2,0,5,0,2,0,1,0,0,0,0,4,0,2,0,0,0,1,0,0,0,1,0,0,1,0,3,2,1,0,0,2,0,1,2,0,0,5,1,0,0,0,2,1,0,0,1,0,7,8,0,6,0,0,2,2,1,0,0,1,1,0,0,0,0,0,5,7,1,0,5,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,2,0,5,4,3,2,0,0,0,1,1,0,1,1,1,1,7,4,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,6,1,2,0,2,3,4,3,0,2,0,2,0,1,0,0,1,3,1,0,0
species_Parnassius clodius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
species_Passerella iliaca,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
species_Pedicularis semibarbata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
species_Pellaea bridgesii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
species_Penstemon laetus,3,4,0,0,4,0,0,0,1,0,0,1,2,0,0,5,7,0,2,6,2,2,8,3,2,0,1,0,0,2,0,1,3,2,0,0,1,2,1,0,0,0,2,4,0,2,0,1,0,13,1,0,0,1,4,0,0,1,3,5,3,0,4,1,1,5,1,0,2,1,4,1,0,4,1,2,0,2,0,3,3,0,1,0,0,1,5,0,2,0,1,2,0,0,2,5,0,2,5,0,0,1,1,2,3,4,1,1,2,0,6,3,1,1,5,6,1,2,0,3,3,5,1,1,1,5,1,0,4,0,2,1,4,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,8,0,4,6,3,0,0,2,0,3,8,0,5,1,6,2,6,2,0,0,1,0,1,0,0,6,1,0,2,1,0,0,5,2,1,0,5,2,0,0,0,5,3,3,0,2,1,4,0,3,0,0,4,1,0,0,0
